iso_code,location,total_deaths_per_million,total_deaths_per_million,people_vaccinated_per_hundred,date
AFG,Afghanistan,,,,2020-02-24
AFG,Afghanistan,,,,2020-02-25
AFG,Afghanistan,,,,2020-02-26
AFG,Afghanistan,,,,2020-02-27
AFG,Afghanistan,,,,2020-02-28
AFG,Afghanistan,,,,2020-02-29
AFG,Afghanistan,,,,2020-03-01
AFG,Afghanistan,,,,2020-03-02
AFG,Afghanistan,,,,2020-03-03
AFG,Afghanistan,,,,2020-03-04
AFG,Afghanistan,,,,2020-03-05
AFG,Afghanistan,,,,2020-03-06
AFG,Afghanistan,,,,2020-03-07
AFG,Afghanistan,,,,2020-03-08
AFG,Afghanistan,,,,2020-03-09
AFG,Afghanistan,,,,2020-03-10
AFG,Afghanistan,,,,2020-03-11
AFG,Afghanistan,,,,2020-03-12
AFG,Afghanistan,,,,2020-03-13
AFG,Afghanistan,,,,2020-03-14
AFG,Afghanistan,,,,2020-03-15
AFG,Afghanistan,,,,2020-03-16
AFG,Afghanistan,,,,2020-03-17
AFG,Afghanistan,,,,2020-03-18
AFG,Afghanistan,,,,2020-03-19
AFG,Afghanistan,,,,2020-03-20
AFG,Afghanistan,,,,2020-03-21
AFG,Afghanistan,0.026,0.026,,2020-03-22
AFG,Afghanistan,0.026,0.026,,2020-03-23
AFG,Afghanistan,0.026,0.026,,2020-03-24
AFG,Afghanistan,0.051,0.051,,2020-03-25
AFG,Afghanistan,0.077,0.077,,2020-03-26
AFG,Afghanistan,0.077,0.077,,2020-03-27
AFG,Afghanistan,0.103,0.103,,2020-03-28
AFG,Afghanistan,0.103,0.103,,2020-03-29
AFG,Afghanistan,0.103,0.103,,2020-03-30
AFG,Afghanistan,0.103,0.103,,2020-03-31
AFG,Afghanistan,0.103,0.103,,2020-04-01
AFG,Afghanistan,0.103,0.103,,2020-04-02
AFG,Afghanistan,0.206,0.206,,2020-04-03
AFG,Afghanistan,0.257,0.257,,2020-04-04
AFG,Afghanistan,0.308,0.308,,2020-04-05
AFG,Afghanistan,0.385,0.385,,2020-04-06
AFG,Afghanistan,0.411,0.411,,2020-04-07
AFG,Afghanistan,0.411,0.411,,2020-04-08
AFG,Afghanistan,0.437,0.437,,2020-04-09
AFG,Afghanistan,0.462,0.462,,2020-04-10
AFG,Afghanistan,0.462,0.462,,2020-04-11
AFG,Afghanistan,0.488,0.488,,2020-04-12
AFG,Afghanistan,0.565,0.565,,2020-04-13
AFG,Afghanistan,0.591,0.591,,2020-04-14
AFG,Afghanistan,0.745,0.745,,2020-04-15
AFG,Afghanistan,0.771,0.771,,2020-04-16
AFG,Afghanistan,0.771,0.771,,2020-04-17
AFG,Afghanistan,0.771,0.771,,2020-04-18
AFG,Afghanistan,0.848,0.848,,2020-04-19
AFG,Afghanistan,0.925,0.925,,2020-04-20
AFG,Afghanistan,0.925,0.925,,2020-04-21
AFG,Afghanistan,1.028,1.028,,2020-04-22
AFG,Afghanistan,1.028,1.028,,2020-04-23
AFG,Afghanistan,1.105,1.105,,2020-04-24
AFG,Afghanistan,1.207,1.207,,2020-04-25
AFG,Afghanistan,1.336,1.336,,2020-04-26
AFG,Afghanistan,1.49,1.49,,2020-04-27
AFG,Afghanistan,1.516,1.516,,2020-04-28
AFG,Afghanistan,1.567,1.567,,2020-04-29
AFG,Afghanistan,1.644,1.644,,2020-04-30
AFG,Afghanistan,1.747,1.747,,2020-05-01
AFG,Afghanistan,1.85,1.85,,2020-05-02
AFG,Afghanistan,2.183,2.183,,2020-05-03
AFG,Afghanistan,2.312,2.312,,2020-05-04
AFG,Afghanistan,2.44,2.44,,2020-05-05
AFG,Afghanistan,2.672,2.672,,2020-05-06
AFG,Afghanistan,2.723,2.723,,2020-05-07
AFG,Afghanistan,2.8,2.8,,2020-05-08
AFG,Afghanistan,2.954,2.954,,2020-05-09
AFG,Afghanistan,3.083,3.083,,2020-05-10
AFG,Afghanistan,3.134,3.134,,2020-05-11
AFG,Afghanistan,3.262,3.262,,2020-05-12
AFG,Afghanistan,3.391,3.391,,2020-05-13
AFG,Afghanistan,3.494,3.494,,2020-05-14
AFG,Afghanistan,3.93,3.93,,2020-05-15
AFG,Afghanistan,4.316,4.316,,2020-05-16
AFG,Afghanistan,4.367,4.367,,2020-05-17
AFG,Afghanistan,4.444,4.444,,2020-05-18
AFG,Afghanistan,4.573,4.573,,2020-05-19
AFG,Afghanistan,4.829,4.829,,2020-05-20
AFG,Afghanistan,4.984,4.984,,2020-05-21
AFG,Afghanistan,5.292,5.292,,2020-05-22
AFG,Afghanistan,5.574,5.574,,2020-05-23
AFG,Afghanistan,5.626,5.626,,2020-05-24
AFG,Afghanistan,5.651,5.651,,2020-05-25
AFG,Afghanistan,5.677,5.677,,2020-05-26
AFG,Afghanistan,5.857,5.857,,2020-05-27
AFG,Afghanistan,6.062,6.062,,2020-05-28
AFG,Afghanistan,6.345,6.345,,2020-05-29
AFG,Afghanistan,6.422,6.422,,2020-05-30
AFG,Afghanistan,6.628,6.628,,2020-05-31
AFG,Afghanistan,6.833,6.833,,2020-06-01
AFG,Afghanistan,7.039,7.039,,2020-06-02
AFG,Afghanistan,7.655,7.655,,2020-06-03
AFG,Afghanistan,7.809,7.809,,2020-06-04
AFG,Afghanistan,8.04,8.04,,2020-06-05
AFG,Afghanistan,8.503,8.503,,2020-06-06
AFG,Afghanistan,9.273,9.273,,2020-06-07
AFG,Afghanistan,9.582,9.582,,2020-06-08
AFG,Afghanistan,9.967,9.967,,2020-06-09
AFG,Afghanistan,10.506,10.506,,2020-06-10
AFG,Afghanistan,11.046,11.046,,2020-06-11
AFG,Afghanistan,11.56,11.56,,2020-06-12
AFG,Afghanistan,11.688,11.688,,2020-06-13
AFG,Afghanistan,12.202,12.202,,2020-06-14
AFG,Afghanistan,12.382,12.382,,2020-06-15
AFG,Afghanistan,12.716,12.716,,2020-06-16
AFG,Afghanistan,13.05,13.05,,2020-06-17
AFG,Afghanistan,14.129,14.129,,2020-06-18
AFG,Afghanistan,14.18,14.18,,2020-06-19
AFG,Afghanistan,14.719,14.719,,2020-06-20
AFG,Afghanistan,15.028,15.028,,2020-06-21
AFG,Afghanistan,15.336,15.336,,2020-06-22
AFG,Afghanistan,15.85,15.85,,2020-06-23
AFG,Afghanistan,16.389,16.389,,2020-06-24
AFG,Afghanistan,17.314,17.314,,2020-06-25
AFG,Afghanistan,17.519,17.519,,2020-06-26
AFG,Afghanistan,18.393,18.393,,2020-06-27
AFG,Afghanistan,18.701,18.701,,2020-06-28
AFG,Afghanistan,19.009,19.009,,2020-06-29
AFG,Afghanistan,19.318,19.318,,2020-06-30
AFG,Afghanistan,20.037,20.037,,2020-07-01
AFG,Afghanistan,20.782,20.782,,2020-07-02
AFG,Afghanistan,21.09,21.09,,2020-07-03
AFG,Afghanistan,21.27,21.27,,2020-07-04
AFG,Afghanistan,22.246,22.246,,2020-07-05
AFG,Afghanistan,23.119,23.119,,2020-07-06
AFG,Afghanistan,23.685,23.685,,2020-07-07
AFG,Afghanistan,24.121,24.121,,2020-07-08
AFG,Afghanistan,24.635,24.635,,2020-07-09
AFG,Afghanistan,24.995,24.995,,2020-07-10
AFG,Afghanistan,25.585,25.585,,2020-07-11
AFG,Afghanistan,25.996,25.996,,2020-07-12
AFG,Afghanistan,26.716,26.716,,2020-07-13
AFG,Afghanistan,27.332,27.332,,2020-07-14
AFG,Afghanistan,28.154,28.154,,2020-07-15
AFG,Afghanistan,28.694,28.694,,2020-07-16
AFG,Afghanistan,29.516,29.516,,2020-07-17
AFG,Afghanistan,29.952,29.952,,2020-07-18
AFG,Afghanistan,30.389,30.389,,2020-07-19
AFG,Afghanistan,30.441,30.441,,2020-07-20
AFG,Afghanistan,30.518,30.518,,2020-07-21
AFG,Afghanistan,30.62,30.62,,2020-07-22
AFG,Afghanistan,31.16,31.16,,2020-07-23
AFG,Afghanistan,31.519,31.519,,2020-07-24
AFG,Afghanistan,32.085,32.085,,2020-07-25
AFG,Afghanistan,32.393,32.393,,2020-07-26
AFG,Afghanistan,32.65,32.65,,2020-07-27
AFG,Afghanistan,32.675,32.675,,2020-07-28
AFG,Afghanistan,32.701,32.701,,2020-07-29
AFG,Afghanistan,32.958,32.958,,2020-07-30
AFG,Afghanistan,32.984,32.984,,2020-07-31
AFG,Afghanistan,33.009,33.009,,2020-08-01
AFG,Afghanistan,33.035,33.035,,2020-08-02
AFG,Afghanistan,33.138,33.138,,2020-08-03
AFG,Afghanistan,33.138,33.138,,2020-08-04
AFG,Afghanistan,33.292,33.292,,2020-08-05
AFG,Afghanistan,33.42,33.42,,2020-08-06
AFG,Afghanistan,33.652,33.652,,2020-08-07
AFG,Afghanistan,33.78,33.78,,2020-08-08
AFG,Afghanistan,33.934,33.934,,2020-08-09
AFG,Afghanistan,34.14,34.14,,2020-08-10
AFG,Afghanistan,34.576,34.576,,2020-08-11
AFG,Afghanistan,34.833,34.833,,2020-08-12
AFG,Afghanistan,35.064,35.064,,2020-08-13
AFG,Afghanistan,35.193,35.193,,2020-08-14
AFG,Afghanistan,35.219,35.219,,2020-08-15
AFG,Afghanistan,35.347,35.347,,2020-08-16
AFG,Afghanistan,35.398,35.398,,2020-08-17
AFG,Afghanistan,35.501,35.501,,2020-08-18
AFG,Afghanistan,35.553,35.553,,2020-08-19
AFG,Afghanistan,35.604,35.604,,2020-08-20
AFG,Afghanistan,35.604,35.604,,2020-08-21
AFG,Afghanistan,35.604,35.604,,2020-08-22
AFG,Afghanistan,35.655,35.655,,2020-08-23
AFG,Afghanistan,35.707,35.707,,2020-08-24
AFG,Afghanistan,35.912,35.912,,2020-08-25
AFG,Afghanistan,36.015,36.015,,2020-08-26
AFG,Afghanistan,36.015,36.015,,2020-08-27
AFG,Afghanistan,36.041,36.041,,2020-08-28
AFG,Afghanistan,36.041,36.041,,2020-08-29
AFG,Afghanistan,36.041,36.041,,2020-08-30
AFG,Afghanistan,36.041,36.041,,2020-08-31
AFG,Afghanistan,36.143,36.143,,2020-09-01
AFG,Afghanistan,36.22,36.22,,2020-09-02
AFG,Afghanistan,36.22,36.22,,2020-09-03
AFG,Afghanistan,36.22,36.22,,2020-09-04
AFG,Afghanistan,36.22,36.22,,2020-09-05
AFG,Afghanistan,36.297,36.297,,2020-09-06
AFG,Afghanistan,36.375,36.375,,2020-09-07
AFG,Afghanistan,36.452,36.452,,2020-09-08
AFG,Afghanistan,36.503,36.503,,2020-09-09
AFG,Afghanistan,36.503,36.503,,2020-09-10
AFG,Afghanistan,36.503,36.503,,2020-09-11
AFG,Afghanistan,36.503,36.503,,2020-09-12
AFG,Afghanistan,36.503,36.503,,2020-09-13
AFG,Afghanistan,36.657,36.657,,2020-09-14
AFG,Afghanistan,36.683,36.683,,2020-09-15
AFG,Afghanistan,36.94,36.94,,2020-09-16
AFG,Afghanistan,36.94,36.94,,2020-09-17
AFG,Afghanistan,36.965,36.965,,2020-09-18
AFG,Afghanistan,36.965,36.965,,2020-09-19
AFG,Afghanistan,37.068,37.068,,2020-09-20
AFG,Afghanistan,37.145,37.145,,2020-09-21
AFG,Afghanistan,37.171,37.171,,2020-09-22
AFG,Afghanistan,37.197,37.197,,2020-09-23
AFG,Afghanistan,37.325,37.325,,2020-09-24
AFG,Afghanistan,37.325,37.325,,2020-09-25
AFG,Afghanistan,37.376,37.376,,2020-09-26
AFG,Afghanistan,37.376,37.376,,2020-09-27
AFG,Afghanistan,37.453,37.453,,2020-09-28
AFG,Afghanistan,37.505,37.505,,2020-09-29
AFG,Afghanistan,37.505,37.505,,2020-09-30
AFG,Afghanistan,37.505,37.505,,2020-10-01
AFG,Afghanistan,37.505,37.505,,2020-10-02
AFG,Afghanistan,37.608,37.608,,2020-10-03
AFG,Afghanistan,37.608,37.608,,2020-10-04
AFG,Afghanistan,37.71,37.71,,2020-10-05
AFG,Afghanistan,37.736,37.736,,2020-10-06
AFG,Afghanistan,37.787,37.787,,2020-10-07
AFG,Afghanistan,37.813,37.813,,2020-10-08
AFG,Afghanistan,37.864,37.864,,2020-10-09
AFG,Afghanistan,37.89,37.89,,2020-10-10
AFG,Afghanistan,37.993,37.993,,2020-10-11
AFG,Afghanistan,38.044,38.044,,2020-10-12
AFG,Afghanistan,38.07,38.07,,2020-10-13
AFG,Afghanistan,38.096,38.096,,2020-10-14
AFG,Afghanistan,38.096,38.096,,2020-10-15
AFG,Afghanistan,38.198,38.198,,2020-10-16
AFG,Afghanistan,38.275,38.275,,2020-10-17
AFG,Afghanistan,38.378,38.378,,2020-10-18
AFG,Afghanistan,38.507,38.507,,2020-10-19
AFG,Afghanistan,38.558,38.558,,2020-10-20
AFG,Afghanistan,38.609,38.609,,2020-10-21
AFG,Afghanistan,38.712,38.712,,2020-10-22
AFG,Afghanistan,38.764,38.764,,2020-10-23
AFG,Afghanistan,38.866,38.866,,2020-10-24
AFG,Afghanistan,38.943,38.943,,2020-10-25
AFG,Afghanistan,39.046,39.046,,2020-10-26
AFG,Afghanistan,39.175,39.175,,2020-10-27
AFG,Afghanistan,39.329,39.329,,2020-10-28
AFG,Afghanistan,39.406,39.406,,2020-10-29
AFG,Afghanistan,39.431,39.431,,2020-10-30
AFG,Afghanistan,39.508,39.508,,2020-10-31
AFG,Afghanistan,39.508,39.508,,2020-11-01
AFG,Afghanistan,39.663,39.663,,2020-11-02
AFG,Afghanistan,39.74,39.74,,2020-11-03
AFG,Afghanistan,39.842,39.842,,2020-11-04
AFG,Afghanistan,39.997,39.997,,2020-11-05
AFG,Afghanistan,39.997,39.997,,2020-11-06
AFG,Afghanistan,40.048,40.048,,2020-11-07
AFG,Afghanistan,40.202,40.202,,2020-11-08
AFG,Afghanistan,40.51,40.51,,2020-11-09
AFG,Afghanistan,40.587,40.587,,2020-11-10
AFG,Afghanistan,40.69,40.69,,2020-11-11
AFG,Afghanistan,40.947,40.947,,2020-11-12
AFG,Afghanistan,41.05,41.05,,2020-11-13
AFG,Afghanistan,41.307,41.307,,2020-11-14
AFG,Afghanistan,41.615,41.615,,2020-11-15
AFG,Afghanistan,42.0,42.0,,2020-11-16
AFG,Afghanistan,42.154,42.154,,2020-11-17
AFG,Afghanistan,42.334,42.334,,2020-11-18
AFG,Afghanistan,42.463,42.463,,2020-11-19
AFG,Afghanistan,42.797,42.797,,2020-11-20
AFG,Afghanistan,43.105,43.105,,2020-11-21
AFG,Afghanistan,43.413,43.413,,2020-11-22
AFG,Afghanistan,43.721,43.721,,2020-11-23
AFG,Afghanistan,44.055,44.055,,2020-11-24
AFG,Afghanistan,44.389,44.389,,2020-11-25
AFG,Afghanistan,44.62,44.62,,2020-11-26
AFG,Afghanistan,44.698,44.698,,2020-11-27
AFG,Afghanistan,45.006,45.006,,2020-11-28
AFG,Afghanistan,45.571,45.571,,2020-11-29
AFG,Afghanistan,46.11,46.11,,2020-11-30
AFG,Afghanistan,46.804,46.804,,2020-12-01
AFG,Afghanistan,47.292,47.292,,2020-12-02
AFG,Afghanistan,47.42,47.42,,2020-12-03
AFG,Afghanistan,47.42,47.42,,2020-12-04
AFG,Afghanistan,47.883,47.883,,2020-12-05
AFG,Afghanistan,48.14,48.14,,2020-12-06
AFG,Afghanistan,48.808,48.808,,2020-12-07
AFG,Afghanistan,48.962,48.962,,2020-12-08
AFG,Afghanistan,49.296,49.296,,2020-12-09
AFG,Afghanistan,49.707,49.707,,2020-12-10
AFG,Afghanistan,49.964,49.964,,2020-12-11
AFG,Afghanistan,50.246,50.246,,2020-12-12
AFG,Afghanistan,50.477,50.477,,2020-12-13
AFG,Afghanistan,50.58,50.58,,2020-12-14
AFG,Afghanistan,51.248,51.248,,2020-12-15
AFG,Afghanistan,51.659,51.659,,2020-12-16
AFG,Afghanistan,52.019,52.019,,2020-12-17
AFG,Afghanistan,52.147,52.147,,2020-12-18
AFG,Afghanistan,52.584,52.584,,2020-12-19
AFG,Afghanistan,53.098,53.098,,2020-12-20
AFG,Afghanistan,53.483,53.483,,2020-12-21
AFG,Afghanistan,53.843,53.843,,2020-12-22
AFG,Afghanistan,54.382,54.382,,2020-12-23
AFG,Afghanistan,54.613,54.613,,2020-12-24
AFG,Afghanistan,54.947,54.947,,2020-12-25
AFG,Afghanistan,55.204,55.204,,2020-12-26
AFG,Afghanistan,55.487,55.487,,2020-12-27
AFG,Afghanistan,55.846,55.846,,2020-12-28
AFG,Afghanistan,55.975,55.975,,2020-12-29
AFG,Afghanistan,56.026,56.026,,2020-12-30
AFG,Afghanistan,56.283,56.283,,2020-12-31
AFG,Afghanistan,56.283,56.283,,2021-01-01
AFG,Afghanistan,56.283,56.283,,2021-01-02
AFG,Afghanistan,56.283,56.283,,2021-01-03
AFG,Afghanistan,57.465,57.465,,2021-01-04
AFG,Afghanistan,57.644,57.644,,2021-01-05
AFG,Afghanistan,57.644,57.644,,2021-01-06
AFG,Afghanistan,57.876,57.876,,2021-01-07
AFG,Afghanistan,57.978,57.978,,2021-01-08
AFG,Afghanistan,58.158,58.158,,2021-01-09
AFG,Afghanistan,58.492,58.492,,2021-01-10
AFG,Afghanistan,58.775,58.775,,2021-01-11
AFG,Afghanistan,59.109,59.109,,2021-01-12
AFG,Afghanistan,59.109,59.109,,2021-01-13
AFG,Afghanistan,59.443,59.443,,2021-01-14
AFG,Afghanistan,59.699,59.699,,2021-01-15
AFG,Afghanistan,60.008,60.008,,2021-01-16
AFG,Afghanistan,60.085,60.085,,2021-01-17
AFG,Afghanistan,60.188,60.188,,2021-01-18
AFG,Afghanistan,60.265,60.265,,2021-01-19
AFG,Afghanistan,60.47,60.47,,2021-01-20
AFG,Afghanistan,60.701,60.701,,2021-01-21
AFG,Afghanistan,60.881,60.881,,2021-01-22
AFG,Afghanistan,60.958,60.958,,2021-01-23
AFG,Afghanistan,61.087,61.087,,2021-01-24
AFG,Afghanistan,61.266,61.266,,2021-01-25
AFG,Afghanistan,61.369,61.369,,2021-01-26
AFG,Afghanistan,61.369,61.369,,2021-01-27
AFG,Afghanistan,61.575,61.575,,2021-01-28
AFG,Afghanistan,61.626,61.626,,2021-01-29
AFG,Afghanistan,61.652,61.652,,2021-01-30
AFG,Afghanistan,61.652,61.652,,2021-01-31
AFG,Afghanistan,61.754,61.754,,2021-02-01
AFG,Afghanistan,61.78,61.78,,2021-02-02
AFG,Afghanistan,61.806,61.806,,2021-02-03
AFG,Afghanistan,61.832,61.832,,2021-02-04
AFG,Afghanistan,61.832,61.832,,2021-02-05
AFG,Afghanistan,61.857,61.857,,2021-02-06
AFG,Afghanistan,61.909,61.909,,2021-02-07
AFG,Afghanistan,61.986,61.986,,2021-02-08
AFG,Afghanistan,62.011,62.011,,2021-02-09
AFG,Afghanistan,62.114,62.114,,2021-02-10
AFG,Afghanistan,62.14,62.14,,2021-02-11
AFG,Afghanistan,62.268,62.268,,2021-02-12
AFG,Afghanistan,62.345,62.345,,2021-02-13
AFG,Afghanistan,62.345,62.345,,2021-02-14
AFG,Afghanistan,62.345,62.345,,2021-02-15
AFG,Afghanistan,62.371,62.371,,2021-02-16
AFG,Afghanistan,62.371,62.371,,2021-02-17
AFG,Afghanistan,62.422,62.422,,2021-02-18
AFG,Afghanistan,62.422,62.422,,2021-02-19
AFG,Afghanistan,62.422,62.422,,2021-02-20
AFG,Afghanistan,62.474,62.474,,2021-02-21
AFG,Afghanistan,62.499,62.499,0.0,2021-02-22
AFG,Afghanistan,62.551,62.551,,2021-02-23
AFG,Afghanistan,62.577,62.577,,2021-02-24
AFG,Afghanistan,62.628,62.628,,2021-02-25
AFG,Afghanistan,62.731,62.731,,2021-02-26
AFG,Afghanistan,62.756,62.756,,2021-02-27
AFG,Afghanistan,62.756,62.756,0.02,2021-02-28
AFG,Afghanistan,62.782,62.782,,2021-03-01
AFG,Afghanistan,62.833,62.833,,2021-03-02
AFG,Afghanistan,62.833,62.833,,2021-03-03
AFG,Afghanistan,62.833,62.833,,2021-03-04
AFG,Afghanistan,62.91,62.91,,2021-03-05
AFG,Afghanistan,62.91,62.91,,2021-03-06
AFG,Afghanistan,62.91,62.91,,2021-03-07
AFG,Afghanistan,62.962,62.962,,2021-03-08
AFG,Afghanistan,62.962,62.962,,2021-03-09
AFG,Afghanistan,62.962,62.962,,2021-03-10
AFG,Afghanistan,62.962,62.962,,2021-03-11
AFG,Afghanistan,63.039,63.039,,2021-03-12
AFG,Afghanistan,63.039,63.039,,2021-03-13
AFG,Afghanistan,63.116,63.116,,2021-03-14
AFG,Afghanistan,63.167,63.167,,2021-03-15
AFG,Afghanistan,63.193,63.193,0.14,2021-03-16
AFG,Afghanistan,63.193,63.193,,2021-03-17
AFG,Afghanistan,63.244,63.244,,2021-03-18
AFG,Afghanistan,63.244,63.244,,2021-03-19
AFG,Afghanistan,63.244,63.244,,2021-03-20
AFG,Afghanistan,63.27,63.27,,2021-03-21
AFG,Afghanistan,63.296,63.296,,2021-03-22
AFG,Afghanistan,63.347,63.347,,2021-03-23
AFG,Afghanistan,63.347,63.347,,2021-03-24
AFG,Afghanistan,63.373,63.373,,2021-03-25
AFG,Afghanistan,63.373,63.373,,2021-03-26
AFG,Afghanistan,63.424,63.424,,2021-03-27
AFG,Afghanistan,63.45,63.45,,2021-03-28
AFG,Afghanistan,63.501,63.501,,2021-03-29
AFG,Afghanistan,63.604,63.604,,2021-03-30
AFG,Afghanistan,63.81,63.81,,2021-03-31
AFG,Afghanistan,63.938,63.938,,2021-04-01
AFG,Afghanistan,64.092,64.092,,2021-04-02
AFG,Afghanistan,64.118,64.118,,2021-04-03
AFG,Afghanistan,64.143,64.143,,2021-04-04
AFG,Afghanistan,64.426,64.426,,2021-04-05
AFG,Afghanistan,64.529,64.529,,2021-04-06
AFG,Afghanistan,64.529,64.529,0.31,2021-04-07
AFG,Afghanistan,64.632,64.632,,2021-04-08
AFG,Afghanistan,64.76,64.76,,2021-04-09
AFG,Afghanistan,64.76,64.76,,2021-04-10
AFG,Afghanistan,64.76,64.76,,2021-04-11
AFG,Afghanistan,64.966,64.966,,2021-04-12
AFG,Afghanistan,64.966,64.966,,2021-04-13
AFG,Afghanistan,65.043,65.043,,2021-04-14
AFG,Afghanistan,65.068,65.068,,2021-04-15
AFG,Afghanistan,65.12,65.12,,2021-04-16
AFG,Afghanistan,65.222,65.222,,2021-04-17
AFG,Afghanistan,65.222,65.222,,2021-04-18
AFG,Afghanistan,65.402,65.402,,2021-04-19
AFG,Afghanistan,65.479,65.479,,2021-04-20
AFG,Afghanistan,65.685,65.685,,2021-04-21
AFG,Afghanistan,65.788,65.788,0.62,2021-04-22
AFG,Afghanistan,65.89,65.89,,2021-04-23
AFG,Afghanistan,66.07,66.07,,2021-04-24
AFG,Afghanistan,66.327,66.327,,2021-04-25
AFG,Afghanistan,66.584,66.584,,2021-04-26
AFG,Afghanistan,66.738,66.738,,2021-04-27
AFG,Afghanistan,67.072,67.072,,2021-04-28
AFG,Afghanistan,67.252,67.252,,2021-04-29
AFG,Afghanistan,67.432,67.432,,2021-04-30
AFG,Afghanistan,67.586,67.586,,2021-05-01
AFG,Afghanistan,67.74,67.74,,2021-05-02
AFG,Afghanistan,67.868,67.868,,2021-05-03
AFG,Afghanistan,68.022,68.022,,2021-05-04
AFG,Afghanistan,68.177,68.177,,2021-05-05
AFG,Afghanistan,68.433,68.433,,2021-05-06
AFG,Afghanistan,68.665,68.665,,2021-05-07
AFG,Afghanistan,68.922,68.922,,2021-05-08
AFG,Afghanistan,68.999,68.999,,2021-05-09
AFG,Afghanistan,69.307,69.307,,2021-05-10
AFG,Afghanistan,69.615,69.615,1.15,2021-05-11
AFG,Afghanistan,69.692,69.692,,2021-05-12
AFG,Afghanistan,69.898,69.898,,2021-05-13
AFG,Afghanistan,70.129,70.129,,2021-05-14
AFG,Afghanistan,70.206,70.206,,2021-05-15
AFG,Afghanistan,70.437,70.437,,2021-05-16
AFG,Afghanistan,70.514,70.514,,2021-05-17
AFG,Afghanistan,70.668,70.668,,2021-05-18
AFG,Afghanistan,70.951,70.951,,2021-05-19
AFG,Afghanistan,71.208,71.208,1.21,2021-05-20
AFG,Afghanistan,71.465,71.465,,2021-05-21
AFG,Afghanistan,71.722,71.722,,2021-05-22
AFG,Afghanistan,71.978,71.978,,2021-05-23
AFG,Afghanistan,72.235,72.235,1.22,2021-05-24
AFG,Afghanistan,72.852,72.852,,2021-05-25
AFG,Afghanistan,73.34,73.34,1.23,2021-05-26
AFG,Afghanistan,73.7,73.7,1.23,2021-05-27
AFG,Afghanistan,74.008,74.008,,2021-05-28
AFG,Afghanistan,74.47,74.47,,2021-05-29
AFG,Afghanistan,74.984,74.984,1.23,2021-05-30
AFG,Afghanistan,75.626,75.626,,2021-05-31
AFG,Afghanistan,76.371,76.371,,2021-06-01
AFG,Afghanistan,77.244,77.244,1.24,2021-06-02
AFG,Afghanistan,77.938,77.938,1.24,2021-06-03
AFG,Afghanistan,78.811,78.811,,2021-06-04
AFG,Afghanistan,79.736,79.736,,2021-06-05
AFG,Afghanistan,80.789,80.789,,2021-06-06
AFG,Afghanistan,81.868,81.868,,2021-06-07
OWID_AFR,Africa,,,,2020-02-13
OWID_AFR,Africa,,,,2020-02-14
OWID_AFR,Africa,,,,2020-02-15
OWID_AFR,Africa,,,,2020-02-16
OWID_AFR,Africa,,,,2020-02-17
OWID_AFR,Africa,,,,2020-02-18
OWID_AFR,Africa,,,,2020-02-19
OWID_AFR,Africa,,,,2020-02-20
OWID_AFR,Africa,,,,2020-02-21
OWID_AFR,Africa,,,,2020-02-22
OWID_AFR,Africa,,,,2020-02-23
OWID_AFR,Africa,,,,2020-02-24
OWID_AFR,Africa,,,,2020-02-25
OWID_AFR,Africa,,,,2020-02-26
OWID_AFR,Africa,,,,2020-02-27
OWID_AFR,Africa,,,,2020-02-28
OWID_AFR,Africa,,,,2020-02-29
OWID_AFR,Africa,,,,2020-03-01
OWID_AFR,Africa,,,,2020-03-02
OWID_AFR,Africa,,,,2020-03-03
OWID_AFR,Africa,,,,2020-03-04
OWID_AFR,Africa,,,,2020-03-05
OWID_AFR,Africa,,,,2020-03-06
OWID_AFR,Africa,,,,2020-03-07
OWID_AFR,Africa,0.001,0.001,,2020-03-08
OWID_AFR,Africa,0.001,0.001,,2020-03-09
OWID_AFR,Africa,0.001,0.001,,2020-03-10
OWID_AFR,Africa,0.001,0.001,,2020-03-11
OWID_AFR,Africa,0.002,0.002,,2020-03-12
OWID_AFR,Africa,0.004,0.004,,2020-03-13
OWID_AFR,Africa,0.005,0.005,,2020-03-14
OWID_AFR,Africa,0.006,0.006,,2020-03-15
OWID_AFR,Africa,0.006,0.006,,2020-03-16
OWID_AFR,Africa,0.008,0.008,,2020-03-17
OWID_AFR,Africa,0.013,0.013,,2020-03-18
OWID_AFR,Africa,0.015,0.015,,2020-03-19
OWID_AFR,Africa,0.019,0.019,,2020-03-20
OWID_AFR,Africa,0.027,0.027,,2020-03-21
OWID_AFR,Africa,0.036,0.036,,2020-03-22
OWID_AFR,Africa,0.043,0.043,,2020-03-23
OWID_AFR,Africa,0.048,0.048,,2020-03-24
OWID_AFR,Africa,0.054,0.054,,2020-03-25
OWID_AFR,Africa,0.068,0.068,,2020-03-26
OWID_AFR,Africa,0.086,0.086,,2020-03-27
OWID_AFR,Africa,0.1,0.1,,2020-03-28
OWID_AFR,Africa,0.113,0.113,,2020-03-29
OWID_AFR,Africa,0.129,0.129,,2020-03-30
OWID_AFR,Africa,0.149,0.149,,2020-03-31
OWID_AFR,Africa,0.175,0.175,,2020-04-01
OWID_AFR,Africa,0.214,0.214,,2020-04-02
OWID_AFR,Africa,0.247,0.247,,2020-04-03
OWID_AFR,Africa,0.286,0.286,,2020-04-04
OWID_AFR,Africa,0.331,0.331,,2020-04-05
OWID_AFR,Africa,0.363,0.363,,2020-04-06
